network,autonomous_system_number,autonomous_system_organization
2804:580::/33,262518,"TRAY TECNOLOGIA EM E-COMMERCE LTDA"
2804:584::/32,53072,"INETVIP TELECOM LTDA EPP"
2804:58c::/32,262522,"CITYDATA TELECOM LTDA."
2804:594::/32,19723,"CIA. DE TECNOL. DA INFOR. E COMUNICACAO DO PARANA"
2804:598::/32,262526,"Titania Telecom"
2804:5ac::/32,10412,"CIA. DE TECNOL. DA INFOR. E COMUNICACAO DO PARANA"
2804:5b0::/32,266181,"GOLDEN LINK"
2804:5b8::/32,262535,"Flash Net Brasil Telecom Ltda - EPP"
2804:5bc::/32,28658,"Gigalink de Nova Friburgo Solucoes em Rede Multimi"
2804:5c0::/32,262537,"DataSafeIT Solucoes em Tecnologia"
2804:5c4::/32,262540,"CBNET Telecom Eireli ME"
2804:5c8::/32,262541,"ITEMNET PROVEDOR DE INTERNET LTDA - ME"
2804:5d0::/32,28241,"Viaceu Internet Ltda"
2804:5d4::/47,262545,"Mandic S.A."
2804:5d8::/32,262546,"NetCintra Telecomunicacoes Ltda."
2804:5dc::/32,53019,"infotec- servicos de provedor da internet ltda"
2804:5e0::/32,262414,"UPKONECT CELULAR E TELECOMUNICACOES EIRE"
2804:5e4::/32,262548,"GETCARD PROVEDORA DE TRANSACOES ELETRONICAS LTDA"
2804:5e8::/32,262549,"CELINET INFORMATICA LTDA-ME"
2804:5ec::/32,28143,"E Greco Falchione Manutencao"
2804:5f4::/32,262983,"Net Barretos Tecnologia LTDA - ME"
2804:5f8::/32,262551,"Farol Telecom"
2804:604::/32,262560,"A Telecom"
2804:608::/32,262561,"PRINSE MULTIMIDIA EIRELI - EPP"
2804:610::/32,262565,"CYBER INTERNET LTDA ME"
2804:618::/32,28254,"Arganet Comunicacao e Monitoramento Digital Ltda"
2804:620::/32,28303,
2804:638::/32,28178,"Networld Provedor e Servicos de Internet Ltda"
2804:63c::/32,262571,"SM Networks"
2804:640::/32,262713,"LIDERI TELECOM"
2804:644::/32,53225,"IPGLOBE INTERNET LTDA"
2804:648::/32,53038,"WDI SOLUCOES EM TEC INFORMACAO LTDA"
2804:64c::/32,262557,"VIA SUL TELECOMUNICACOES LTDA ME"
2804:650::/32,262558,"PROMPT BRASIL SOLUCOES EM TI LTDA"
2804:658::/32,262578,"EASY EMBRANET SERVICOS DE COMUNICACAO LTDA"
2804:670::/32,262665,"Viafast Provedor de Internet Ltda ME"
2804:674::/32,28328,"EBR Informatica Ltda"
2804:680::/32,262589,"INTERNEXA BRASIL OPERADORA DE TELECOMUNICACOES S.A"
2804:684::/32,262590,"NET ON LINE LTDA"
2804:688::/32,262592,"Infopasa Provedora de Internet Ltda ME"
2804:68c::/32,262594,"4INET SOROCABA LTDA EPP"
2804:690::/32,262595,"OnNet Telecomunicacoes LTDA - ME"
2804:694::/32,262596,"JUNTO TELECOM SERVICOS DE TELECOMUNICACOES LTDA"
2804:6a4::/32,262599,"OSTARA TELECOMUNICACOES LTDA"
2804:6b4::/32,53224,"WEB NET COMERCIO DE EQUIPAMENTOS LTDA"
2804:6bc::/32,53078,"Acesse Comunicacao Ltda"
2804:6c4::/32,262893,"P4 TELECOM LTDA"
2804:6c8::/32,262606,"Unica Technology Ltda ME"
2804:6cc::/32,262607,"SMLB TELECOM"
2804:6d4::/32,53045,"UAUBR PROVEDOR DE ACESSO A INTERNET LTDA"
2804:6d8::/32,262609,"CL9 Tecnologias Ltda."
2804:6dc::/32,7048,"Linha Livre Internet Ltda"
2804:6e4::/32,262612,"Piotr Piwowar"
2804:6e8::/32,53101,"SIANET Datacenter e Provedores Ltda-ME"
2804:6ec::/32,262613,"FOCUS PROVEDORIA DE INTERNET"
2804:6f0::/32,53047,"Intercol Telecomunicacoes Ltda EPP"
2804:6f4::/32,262539,"DUNET LTDA"
2804:6f8::/32,52848,"IAGENTE SISTEMAS PARA COMUNICACAO"
2804:6fc::/32,28158,"Ampernet Telecomunicacoes Ltda"
2804:70c::/32,262668,"Mar Provedor de Internet Ltda"
2804:710::/32,17222,"Mundivox LTDA"
2804:71c::/32,53080,"Rede Telecom"
2804:724::/32,28310,"SMART TELECOMUNICACOES E SERVICOS EIRELLI EPP"
2804:728::/32,53201,"VIRTUAL TELECOM EIRELI"
2804:72c::/32,52851,"WEBSUL TELECOMUNICACOES LTDA"
2804:734::/32,262624,"INETSAFE COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA"
2804:738::/33,53153,"CINTE Telecom Comercio e Servicos Ltda."
2804:744::/32,262632,"Grajaunet Telecomunicacoes Eireli"
2804:758::/32,262635,"MKVEX LTDA ME"
2804:75c::/32,262637,"NETPRIMUS TECNOLOGIA LTDA"
2804:760::/35,262638,"BRASCONECT INFORMATICA LTDA"
2804:764::/32,10733,"DC MATRIX INTERNET S/A"
2804:768::/32,52977,"Sul Online Telecom Ltda - EPP"
2804:76c::/32,262648,"BRAVA TELECOMUNICACOES PONTES E LACERDA LTDA - EPP"
2804:770::/32,262649,"Sidys Comunicacoes Ltda."
2804:774::/32,52858,"A & G Servicos em TI"
2804:778::/32,262411,"Force Telecom Ltda"
2804:77c::/32,53222,"Seanet Telecom Ltda"
2804:784::/32,262653,"PORTALMAIL INFORMATICA LTDA"
2804:788::/36,262300,"SUPER CONNECT TELECOM LTDA"
2804:78c::/32,52859,"ROSIMARA BERTOLUCI SASSI SAMPAIO EIRELI"
2804:794::/32,262303,"eCentry Tecnologia da Informacao Ltda"
2804:798::/32,262304,"Win Time Informatica Ltda."
2804:7ac::/32,262542,"Speakers Projetos e Execucao em Audio Ltda"
2804:7b0::/32,262453,"HELENA CRISTINA DA SILVA EIRELI - ME"
2804:7b4::/32,262314,"MWF TELECOM"
2804:7bc::/32,52861,"SN Internet Navegantes Ltda ME"
2804:7c0::/32,262316,"Ateky Internet Eireli Me"
2804:7c8::/32,262323,"STAR CONECT TELECOM LTDA"
2804:7cc::/32,28669,"America-NET Ltda."
2804:7d0::/32,262324,"Unilink Telecom"
2804:7dc::/32,262329,"HIT Telecomunicacoes Ltda."
2804:7e4::/32,52865,"R. Jose da Silva e Cia Ltda - OndaAgil"
2804:7f0::/35,10429,"TELEFONICA BRASIL S.A"
2804:7f0:2000::/35,18881,"TELEFONICA BRASIL S.A"
2804:7f0:4000::/34,18881,"TELEFONICA BRASIL S.A"
2804:7f0:8000::/33,18881,"TELEFONICA BRASIL S.A"
2804:7f1::/33,10429,"TELEFONICA BRASIL S.A"
2804:7f1:8000::/33,18881,"TELEFONICA BRASIL S.A"
2804:7f2::/34,18881,"TELEFONICA BRASIL S.A"
2804:7f2:4000::/34,10429,"TELEFONICA BRASIL S.A"
2804:7f2:8000::/33,18881,"TELEFONICA BRASIL S.A"
2804:7f3::/32,18881,"TELEFONICA BRASIL S.A"
2804:7f4::/31,18881,"TELEFONICA BRASIL S.A"
2804:7f6::/32,18881,"TELEFONICA BRASIL S.A"
2804:7f7::/34,10429,"TELEFONICA BRASIL S.A"
2804:7f7:4000::/34,18881,"TELEFONICA BRASIL S.A"
2804:7f7:8000::/35,18881,"TELEFONICA BRASIL S.A"
2804:7f7:a000::/35,10429,"TELEFONICA BRASIL S.A"
2804:7f7:c000::/34,10429,"TELEFONICA BRASIL S.A"
2804:800::/32,16509,AMAZON-02
2804:80c::/32,262343,"Net Aki Internet Ltda"
2804:810::/32,262344,"MEGABIT PROVEDOR DE INTERNET LTDA"
2804:814::/32,262777,"Conchalnet Telecomunicacoes LTDA - ME"
2804:81c::/32,262346,"FP Telecomiunicacoes Ltda"
2804:820::/32,262352,"NOVA TELECOM LTDA"
2804:824::/32,262353,"marcelo bonini guaglini - me"
2804:828::/32,262354,"Ligue Telecomunicacoes Ltda"
2804:82c::/32,262355,"VSX Networks"
2804:834::/32,53053,"Bom Tempo Informatica Ltda"
2804:840::/32,262680,"CITY10 TELECOM LTDA"
2804:848::/32,262737,"GWT Internet"
2804:84c::/32,262363,"Wharehouse Informatica e Multimidia Ltda"
2804:850::/32,53145,"PROVEDOR REDESUL LTDA"
2804:854::/32,28368,"SOBRALNET SERVICOS E TELECOMUNICACOES LTDA - ME"
2804:858::/32,262365,"IBI TELECOM EIRELI"
2804:868::/32,28649,"Desktop Sigmanet Comunicacao Multimidia Ltda"
2804:86c::/32,262369,"ok virtual provedor de internet ltda"
2804:870::/32,52871,"TASCOM TELECOMUNICACOES LTDA"
2804:878::/32,262374,"FAZZY INTERNET"
2804:87c::/32,28202,"Rede Brasileira de Comunicacao Ltda"
2804:880::/32,28270,"Videomar Rede Nordeste S/A"
2804:884::/32,262375,"Data Info Comercio e Servico Ltda."
2804:888::/32,262377,"DATA CENTER"
2804:88c::/32,52872,"VOANET Telecomunicacoes Ltda."
2804:890::/32,52873,"SOFTDADOS CONECTIVIDADE"
2804:894::/32,262379,"HZ TELECOM"
2804:898::/32,262380,"Rontel LTDA"
2804:89c::/32,262381,"NETCOMET Comercio e Servicos Ltda."
2804:8a8::/32,262385,"VSAT- TELECOMUNICACOES LTDA"
2804:8c0::/32,262391,"ACESSOLINE TELECOMUNICACOES LTDA"
2804:8c8::/32,262393,"A ALVES GOMES INFORMATICA - ME"
2804:8cc::/32,262394,"Internet 5.8 Ltda-ME"
2804:8d0::/32,28269,"COMPUTADORES E SISTEMAS LTDA"
2804:8d4::/32,262753,"VOCE TELECOMUNICACOES LTDA"
2804:8dc::/32,262395,"WIFI Plus Provedor Ltda."
2804:8e4:f000::/36,52874,"Tres Marias Net Ltda"
2804:8ec::/32,28235,"NIPONET TELECOMUNICACOES LTDA"
2804:8f4:3000::/40,52875,"M.I.MONTREAL INFORMATICA LTDA"
2804:8f8::/32,2914,NTT-COMMUNICATIONS-2914
2804:8fc::/32,263043,"WIFF Telecom Eireli"
2804:908::/32,263047,"Speednet Provedor de Acesso a Internet Ltda"
2804:90c::/38,262617,"UWBR VOX Telecomunicacoes S/A"
2804:90c:6000::/37,262617,"UWBR VOX Telecomunicacoes S/A"
2804:90c:7000::/48,262617,"UWBR VOX Telecomunicacoes S/A"
2804:90c:f800::/37,262617,"UWBR VOX Telecomunicacoes S/A"
2804:910::/32,53075,"Holistica Provedor Internet Ltda"
2804:91c::/32,52877,"INTERPRIME TELECOMUNICACOES LTDA ME"
2804:920::/32,263053,"Paulinianet Telecom"
2804:924::/32,262747,"Scopus Solucoes em TI LTDA"
2804:928::/32,53102,"S.I. TELECOM. SERVICOS DE TELEFONIA LTDA EPP"
2804:930::/32,263057,"Connect Network"
2804:938::/32,263062,"CDZNET DATACENTER LTDA"
2804:93c::/32,52878,"REDE DE TELECOMUNICACOES CARAJAS LTDA"
2804:954::/32,263073,"DTEL TELECOM"
2804:958::/32,263077,"RazaoInfo Internet Ltda"
2804:95c::/32,28654,"Axtelecom Telecomunicacoes Eireli"
2804:960::/32,263078,"MARBRIELE.COM INTERNET PROVIDER LTDA"
2804:964::/32,263080,"GTi TELECOMUNICACOES S/A"
2804:96c::/32,263085,"Via Fibra Net Telecom LTDA - ME"
2804:970:8000::/33,263086,"PBNET TELECOM"
2804:984::/33,263097,"BRAVA TELECOMUNICACOES BRASILIA LTDA."
2804:984:8000::/34,263097,"BRAVA TELECOMUNICACOES BRASILIA LTDA."
2804:984:c000::/35,263097,"BRAVA TELECOMUNICACOES BRASILIA LTDA."
2804:984:e000::/36,263097,"BRAVA TELECOMUNICACOES BRASILIA LTDA."
2804:984:f000::/37,263097,"BRAVA TELECOMUNICACOES BRASILIA LTDA."
2804:984:f800::/37,262426,"BRAVA TELECOMUNICACOES RONDONOPOLIS LTDA - ME"
2804:988::/32,28239,"IWserver Internet Banda Larga Ltda."
2804:98c::/32,263099,"STIW Sistema de Telecom. Inf e Wireless LTDA"
2804:994::/32,28139,"ItaSis Informatica Ltda"
2804:998::/32,28589,"Convex Internet Solutions"
2804:99c::/32,262519,"BIA PADUA INTERNET E S.C.M. LTDA"
2804:9a4::/32,23074,"PETROLEO BRASILEIRO S.A. - PETROBRAS"
2804:9a8::/34,262979,"OesteLine Informatica Ltda."
2804:9a8:c000::/34,262979,"OesteLine Informatica Ltda."
2804:9b4::/32,262872,"DIGICONTROL SERVICOS DE PROVEDORES LTDA"
2804:9c0::/32,262989,"CLICKNET BRASIL INFORMATICA E TELECOMUNICACOES LT"
2804:9c4::/32,33182,DIMENOC
2804:9c8::/32,262992,"Alegra Telecomunicacoes do Brasil Ltda"
2804:9d0::/32,262995,"NETDIGITAL TELECOMUNICACOES LTDA"
2804:9d4::/32,262996,"MINAS TELECOMUNICACOES E INFORMATICA LTDA ME"
2804:9e0::/32,262999,"IVI TECNOLOGIA E COMUNICACAO LTDA"
2804:9ec::/32,263002,"RAFAEL ORSSATTO & CIA LTDA"
2804:9f0::/32,263003,"VIPNET TELECOMUNICAO E INFORMATICA LTDA."
2804:9f4::/32,262530,"Quality Net"
2804:9f8::/32,262773,"OndaNet Ltda"
2804:9fc::/32,263008,"UNI TELECOMUNICACOES LTDA ME"
2804:a00::/32,262838,"STARNET TELECOMUNICACOES LTDA"
2804:a14::/32,262342,"JOSE CARLOS ROQUE OLIVEIRA & CIA LTDA"
2804:a18::/32,263022,"CARIRIWEB PROVEDORES DE INTERNET LTDA"
2804:a1c::/32,262727,"AtualNet Provedor de Internet Ltda"
2804:a20::/32,263024,"ARAUJO SAT SERVICOS DE MULTIMIDIA LTDA"
2804:a24::/32,263025,"ISPTEC Sistemas de Comunicacao Eireli"
2804:a28::/32,263026,"IBL Banda Larga Internet Informatica LTDA"
2804:a2c::/32,263028,"Roveri Opcao Provedor de Acesso a Internet Ltda ME"
2804:a30::/32,263030,"CNET Provedor de Internet Ltda ME"
2804:a38::/32,263035,"PORTAL QUEOPS TELECOMUNICACOES E SERVICOS"
2804:a3c::/32,53054,"STETNET INFORMATICA LTDA."
2804:a44::/32,262675,"Solucao Network Provedor Ltda"
2804:a48::/33,263084,"SKYNEW ASSIS.TECN. EM INFORM.LTDA EPP"
2804:a50::/34,28349,"TVC TUPA EIRELI"
2804:a54::/32,262664,"GIGALINE INTERNET SERVICOS DE INFORMATICA LTDA"
2804:a58::/32,262274,"Viveiros & Araujo Serv de Prov da Int Ltda - EPP"
2804:a64::/32,52893,"F1-Solutions Desenvolvimento para Web"
2804:a6c::/34,262282,"MARIA LUCIANA MACHADO E CIA LTDA-ME"
2804:a70::/32,262283,"CI CENTRO DE INFORMACOES LTDA"
2804:a78::/32,262478,"AUE Provedor de Internet LTDA."
2804:a80::/32,262293,"Sistema Oeste de Servicos LTDA"
2804:a84::/32,262296,"Windx Networks"
2804:a8c::/32,262299,"Flavio Jose Penso Junior - ME"
2804:a94::/32,262572,"SOTHIS TECNOLOGIA E SERVICOS DE TELECOMUNICACOES L"
2804:a9c::/32,52898,"Multipla Servicos Inteligentes"
2804:aa4::/32,52902,"M M TELECOMUNICACOES E COMERCIO LTDA"
2804:aa8::/32,52903,"Sglinknet Telecomunicacoes Ltda-ME"
2804:ab0::/32,52907,"EMPRESA MINEIRA DE TELECOMUNICACOES LTDA -ME"
2804:ac4::/32,52920,"CARLOS MAURICIO SCHUCK"
2804:ac8:100::/48,262672,"Digirati Informatica, servicos e telecomunicacoes"
2804:ad0::/32,262681,"PROVEDOR DE INTERNET LTDA-ME"
2804:ad4::/32,52925,"Ascenty Data Centers e Telecomunicacoes S/A"
2804:ad8::/32,262494,"Virtex Ltda"
2804:ae0::/32,28352,"NETSPEED LTDA"
2804:aec::/32,52928,"JANAJA SERVICOS LTDA"
2804:af4::/32,52930,"Turbo SP Internet Provider"
2804:b08::/32,28331,"PaintWeb Internet Ltda"
2804:b0c::/32,52935,"Infobarra Solucoes em Informatica Ltda"
2804:b10::/32,52936,"ISOTELCO LTDA"
2804:b18::/32,52941,"SPACE NETWORK INFORMATICA LTDA"
2804:b28::/32,52944,"MEGALINK TELECOMUNICACOES LTDA ME"
2804:b30::/32,52748,"Seixas Telecomunicacoes"
2804:b34::/32,52751,"Brasrede Telecomunicacoes LTDA"
2804:b38::/32,52758,"Global Network Telecomunicacoes do Brasil Ltda."
2804:b40::/32,52760,"NOVA FIBRA TELECOM S.A."
2804:b44::/32,262448,"DIALHOST INTERNET LTDA."
2804:b48::/32,262732,"Sygo Internet"
2804:b54::/32,52765,"MAXXNET TELECOM"
2804:b58::/32,52767,"Capinzal NET"
2804:b5c::/32,52768,"ALSOL Provedor de Internet Ltda."
2804:b64::/32,52770,"Acem Telecom Ltda"
2804:b6c::/32,52777,"BR27 Servicos de Tecnologia Ltda."
2804:b80::/32,52786,"BrByte Telecom"
2804:b84::/32,52788,"Meganet Telecomunicacoes e Internet LTDA"
2804:b8c::/32,52794,"Net Flex Ltda ME"
2804:ba0::/32,52801,"Apanet Servicos de Internet Ltda."
2804:ba8::/32,52804,"ESTREITONET LTDA"
2804:bac::/32,262317,"ROS Telecom"
2804:bc4::/32,52824,"M.J. VENTURA LTDA"
2804:bd0::/32,10670,"COMPANHIA DE TECNOLOGIA DA INFORMACAO ESTADO MG"
2804:bd4::/32,52836,"SNT Banda Larga e Internet Ltda"
2804:bd8::/32,52838,"WN TELECOM LTDA - ME"
2804:bdc::/32,52866,"Iveloz Telecom"
2804:be4::/32,52840,"Ava Telecomunicacoes LTDA"
2804:be8::/32,52841,"APRIMORAR SUPORTE E TELEATENDIMENTO LTDA - ME"
2804:bec::/32,263018,"Zapelini & Cia. Ltda."
2804:c00::/32,52655,"Ti5 Telecom LTDA - ME"
2804:c08::/32,52664,"IHNOVECOM TELECOMUNICACOES E SERVICOS LTDA"
2804:c14:4000::/34,52671,"Confederacao Nacional das Cooperativas do Sicoob"
2804:c20::/32,52680,"BLZNET SERVICOS DE INTERNET LTDA - ME"
2804:c28::/32,262983,"Net Barretos Tecnologia LTDA - ME"
2804:c2c::/32,28191,"Jupiter Telecomunicacoes e Informatica Ltda"
2804:c30::/32,28284,"V.B. Telecomunicacoes LTDA."
2804:c40::/32,262809,"Talklink Informatica EIRELI ME."
2804:c48::/36,52687,"Leni gomes Oberleander ME"
2804:c48:4000::/36,52687,"Leni gomes Oberleander ME"
2804:c48:8000::/36,52687,"Leni gomes Oberleander ME"
2804:c48:c000::/36,52687,"Leni gomes Oberleander ME"
2804:c48:ff00::/48,52687,"Leni gomes Oberleander ME"
2804:c48:ff04::/48,52687,"Leni gomes Oberleander ME"
2804:c48:ff08::/48,52687,"Leni gomes Oberleander ME"
2804:c48:fffe::/48,52687,"Leni gomes Oberleander ME"
2804:c4c::/32,52689,"ESPACO DIGITAL"
2804:c50::/32,262891,"M. I. Internet Ltda."
2804:c54::/32,262650,"Kyatera Informatica Ltda"
2804:c58::/32,52694,"NEXSUL TELECOM LTDA"
2804:c5c::/32,262318,"Horizons Telecomunicacoes e Tecnologia Ltda"
2804:c60::/32,52696,"JTR DA SILVA TECNOLOGIA ME"
2804:c64::/32,52699,"Itanet Conecta Ltda"
2804:c68::/32,52702,"SPEED LINE TELECOMUNICACOES LTDA - ME"
2804:c6c::/32,52704,"SPEEDING TELECOM"
2804:c70::/32,52706,"3D TELECOMUNICACOES LTDA"
2804:c78::/32,52714,"Firemicro Informatica"
2804:c7c::/32,52718,"PEDRO ADRIANO SOUTO MAIOR VELOSO - ME"
2804:c80::/32,52719,"ESPECTRO Gall Ltda"
2804:c84::/32,52720,"WEBFOCO TELECOMUNICACOES LTDA"
2804:c90::/32,28198,"Isimples Telecom e Hardware Ltda"
2804:c94::/32,262720,"MELO TELECOMUNICACOES LTDA"
2804:c98::/32,52726,"TxFiber Telecom Eireli"
2804:c9c::/32,52729,"BrNet Informatica"
2804:ca4::/32,262336,"Conecta Minas Telecom LTDA"
2804:cac::/32,262748,"NetJat Provedor de Acesso a Internet"
2804:cb0::/32,52742,"HELP INTERNET"
2804:cb4::/32,52745,"TSS SOFTWARE LTDA ME"
2804:cb8::/32,53213,"NEGRISOLO COMUNICACAO BANDA LARGA LTDA ME"
2804:cc0::/32,52550,"ALQG TECNOLOGIA LTDA."
2804:cc4::/32,52551,"SAMM Sociedade de Atividades em Multimidia LTDA"
2804:cc8::/32,52554,"S. A. da Silva Junior"
2804:ccc::/32,262827,"OBTI OPERADORA"
2804:cd0::/32,52557,"FLYNET TELECOM LTDA - ME"
2804:cd4::/32,52558,"Econnect Telecom"
2804:cd8::/32,52559,"NOVATEC TELECOM LTDA"
2804:cdc::/32,52565,"EDGAR RODRIGUES ROMAO FILHO ME"
2804:ce4::/32,52573,"TECHNET NETWORKS LTDA"
2804:cec::/32,52575,"Clara Luz Internet Ltda ME"
2804:cf4::/32,52579,"Noroestecom Telecomunicacoes Ltda"
2804:cf8:2::/47,52580,"Azion Technologies Ltda."
2804:cf8:4::/48,52580,"Azion Technologies Ltda."
2804:cf8:c000::/47,52580,"Azion Technologies Ltda."
2804:cfc::/32,262887,"RAPIX INTERNET"
2804:d04::/32,52584,"CONNECT FIBRA"
2804:d08::/32,262311,"IMBRANET INTERNET & INFORMATICA LTDA ME"
2804:d0c::/32,53112,"SULNET TELECOM"
2804:d14::/32,52596,"TROPICALNET TELECOM"
2804:d18::/32,52599,"A Rede Telecom LTDA ME"
2804:d1c::/32,52600,"Digitotal Networks Telecomunicacoes ltda"
2804:d20::/32,262700,"Efibra Telecom LTDA - EPP"
2804:d24::/32,52603,"Supply Net Servicos Ltda - ME"
2804:d28::/32,52604,"V + NET INTERNET"
2804:d30::/32,52610,"Giga Provedor de Internet Ltda"
2804:d34::/32,52611,"FRANCISCA EDILEUZA MELO ME"
2804:d38::/32,53158,"Net Turbo Telecom"
2804:d3c::/32,52613,"VIP BR TELECOM LTDA - ME"
2804:d40::/28,7738,"Telemar Norte Leste S.A."
2804:d50::/28,8167,"Brasil Telecom S/A - Filial Distrito Federal"
2804:d60::/32,52693,"Conectel Telecomunicacoes e Informatica Ltda ME"
2804:d64::/32,52617,"WF COMERCIO DE SUPRIMENTOS DE INFORMATICA LTDA"
2804:d70::/32,52626,"NovaNet Provedor e Web Ltda"
2804:d74::/32,28577,"AZEVEDO E FLORIANI TELECOMUNICACOES LTDA."
2804:d78::/32,262444,"XTURBO PROVEDOR DE INTERNET LTDA - EPP"
2804:d7c::/32,52634,"BRNet Telecomunicacoes LTDA"
2804:d84::/32,28171,"S. O. do Brasil Telecomunicacoes LTDA ME"
2804:d88::/32,52637,"Station Net Provedor de Internet"
2804:d8c::/32,52638,"Mundo SIM"
2804:d90::/32,52639,"MEGANET RJ INFORMATICA E TELECOMUNICACOES LTDA"
2804:da0::/32,28587,"RadNet Telecom"
2804:da4::/32,27720,"CITTA TELECOM LTDA"
2804:da8::/32,262605,"I7 PROVIDER COMUNICACAO LTDA"
2804:db0::/32,52862,"Redenilf Servicos de Telecomunicacoes Ltda"
2804:db4::/32,28257,"CONCEITOS NET SERVICOS DE COMUNICACAO E MULTIMIDIA"
2804:db8::/32,28335,"MAXCOMM LTDA EPP"
2804:dc0::/32,28610,"DEBIAN SIGNAL COMUNICACAO MULTIMIDIA LTDA ME"
2804:dc8::/32,28636,"CDI TELECOM"
2804:dcc::/32,28638,"EMTEC EMPRESA DE TECNOLOGIA EMPREENDIMENTOS DE COM"
2804:dd0::/32,28639,"LocalNet Network"
2804:dd4::/32,53024,"INFOR DF TEL E INFORMATICA LTDA"
2804:ddc::/32,262387,"Intermicro Ltda"
2804:de0::/32,262604,"Click.com telecomunicacoes ltda-me"
2804:de8::/32,52525,"Com. de Suprimentos p/Inf. Ltda"
2804:dec::/32,52527,"IWNET TELECOM LTDA ME"
2804:df0::/32,262775,"TECHS TECNOLOGIA EM HARDWARE E SOFTWARE"
2804:df4:8000::/33,52531,"DL Informatica Ltda"
2804:df8::/32,52532,"Speednet Telecomunicacoes Ltda ME"
2804:dfc::/32,263042,"DELTA TELECOM"
2804:e00::/32,11419,"TELEFONICA BRASIL S.A"
2804:e0c::/48,28176,"Quick Soft tecnologia da Informacao Ltda"
2804:e0c:40::/48,28176,"Quick Soft tecnologia da Informacao Ltda"
2804:e0c:80::/48,28176,"Quick Soft tecnologia da Informacao Ltda"
2804:e0c:c0::/48,28176,"Quick Soft tecnologia da Informacao Ltda"
2804:e0c:100::/48,28176,"Quick Soft tecnologia da Informacao Ltda"
2804:e0c:140::/47,28176,"Quick Soft tecnologia da Informacao Ltda"
2804:e0c:180::/48,28176,"Quick Soft tecnologia da Informacao Ltda"
2804:e0c:1c0::/48,28176,"Quick Soft tecnologia da Informacao Ltda"
2804:e0c:200::/48,28176,"Quick Soft tecnologia da Informacao Ltda"
2804:e0c:280::/48,28176,"Quick Soft tecnologia da Informacao Ltda"
2804:e0c:300::/48,28176,"Quick Soft tecnologia da Informacao Ltda"
2804:e10::/32,52540,"H&F SOLUCOES TECNOLOGICAS LTDA"
2804:e18::/32,52544,"Ivatel Redes e Internet LTDA"
2804:e1c::/32,52545,"BJ NET Provedor de Internet Ltda. - ME"
2804:e24::/32,262417,"Gustavo Zanatta e Cia Ltda"
2804:e28::/32,52547,"PRIMATEC TELECOM LTDA"
2804:e2c::/32,262938,"B3A COMUNICACAO LTDA"
2804:e30:400::/48,11338,"SKY SERVICOS DE BANDA LARGA LTDA"
2804:e30:404::/48,11338,"SKY SERVICOS DE BANDA LARGA LTDA"
